player_id,first_name,last_name,hand,date_of_birth,nationality,height
100461,Billy,Martin,R,1956-12-25,USA,178.0
100467,Mark,Turpin,R,1957-02-04,USA,183.0
100468,Dominique,Bedel,R,1957-02-20,FRA,185.0
100471,Mark,Vines,L,1957-02-23,USA,170.0
100472,Craig,Wittus,R,1957-02-24,USA,180.0
100474,Chris,Lewis,R,1957-03-09,NZL,180.0
100475,Matt,Mitchell,R,1957-03-16,USA,180.0
100477,Gianni,Ocleppo,R,1957-04-06,ITA,183.0
100478,Pascal,Deniau,R,1957-04-07,FRA,185.0
100481,Roberto,Vizcaino,R,1957-04-25,ESP,178.0
100483,Christophe,Casa,R,1957-05-30,FRA,178.0
100485,Tsuyoshi,Fukui,R,1957-06-22,JPN,170.0
100486,Christophe,Roger-Vasselin,R,1957-07-08,FRA,188.0
100487,Renald,Etienne,R,1957-07-14,USA,175.0
100489,Larry,Stefanki,R,1957-07-23,USA,178.0
100490,Jaroslav,Navratil,R,1957-07-24,CZE,196.0
100492,John,Austin,R,1957-07-31,USA,193.0
100493,Eric,Sherbeck,R,1957-08-07,USA,193.0
100495,Wayne,Hampson,R,1957-08-23,AUS,183.0
100496,Charles Buzz,Strode,R,1957-09-05,USA,183.0
100497,Markus,Gunthardt,R,1957-09-10,SUI,178.0
100499,Chris,Mayotte,R,1957-09-16,USA,186.0
100501,Gregoire,Rafaitin,R,1957-09-26,FRA,180.0
100502,Vincent,Van Patten,R,1957-10-17,USA,180.0
100503,Lorenzo,Fargas,R,1957-10-19,ESP,173.0
100504,Jerome,Vanier,L,1957-11-02,FRA,175.0
100509,Joakim,Berner,R,1957-11-21,FIN,178.0
100511,Kevin,Manning,R,1957-12-18,USA,175.0
100512,Robert,Reininger,R,1958-01-01,AUT,185.0
100515,Shlomo,Glickstein,R,1958-01-06,ISR,188.0
100517,Matt,Doyle,R,1958-01-13,USA,193.0
100518,Ricardo,Acuna,R,1958-01-13,CHI,175.0
100519,Scott,Mccain,R,1958-01-15,USA,180.0
100520,Juan,Farrow,R,1958-01-18,USA,180.0
100522,Chris,Dunk,R,1958-01-23,USA,193.0
100523,Erick,Iskersky,R,1958-01-25,USA,180.0
100525,Gilles,Moretton,R,1958-02-10,FRA,190.0
100526,Ricardo,Ycaza,R,1958-02-16,ECU,183.0
100529,Kevin,Curren,R,1958-03-02,USA,185.0
100530,Andreas,Maurer,R,1958-03-08,GER,175.0
100532,Johan,Kriek,R,1958-04-05,USA,175.0
100534,Steve,Meister,R,1958-04-21,USA,193.0
100535,Tony,Giammalva,R,1958-04-21,USA,190.0
100536,Fernando,Luna,R,1958-04-24,ESP,175.0
100537,Mike,Brunnberg,R,1958-05-04,USA,190.0
100538,Alejandro,Gattiker,R,1958-05-05,ARG,180.0
100539,Rick,Meyers,R,1958-05-14,USA,173.0
100540,Drew,Gitlin,R,1958-05-26,USA,178.0
100543,Peter,Elter,R,1958-06-10,GER,178.0
100544,Tony,Mmoh,R,1958-06-14,NGR,178.0
100546,Eric,Fromm,R,1958-06-27,USA,178.0
100548,Ivan,Kley,R,1958-06-29,BRA,183.0
100551,Brad,Drewett,L,1958-07-19,AUS,185.0
100553,Nduka,Odizor,R,1958-08-09,NGR,183.0
100555,Jose Luis,Clerc,R,1958-08-16,ARG,185.0
100556,Brian,Levine,R,1958-08-20,RSA,183.0
100560,Jacques,Manset,R,1958-10-11,USA,185.0
100562,Tom,Cain,R,1958-10-11,USA,185.0
100564,Cary,Stansbury,R,1958-10-17,USA,196.0
100565,Lloyd,Bourne,R,1958-10-18,USA,190.0
100567,Chip,Hooper,R,1958-10-24,USA,198.0
100568,John,Mattke,R,1958-10-29,USA,183.0
100569,Toru,Yonezawa,R,1958-10-31,JPN,188.0
100570,Marty,Davis,R,1958-11-15,USA,183.0
100573,Ron,Hightower,R,1958-12-12,USA,185.0
100574,Peter,Rennert,L,1958-12-26,USA,185.0
100575,Andy,Andrews,R,1959-01-01,USA,185.0
100579,Heinz,Gunthardt,R,1959-02-08,SUI,180.0
100581,John,McEnroe,L,1959-02-16,USA,180.0
100585,Van,Winitsky,L,1959-03-12,USA,185.0
100586,Eliot,Teltscher,R,1959-03-15,USA,178.0
100587,Steve,Guy,R,1959-03-15,NZL,188.0
100592,Robert,Vant Hof,R,1959-04-10,USA,193.0
100593,Miloslav,Lacek,L,1959-04-16,CZE,175.0
100595,Ronnie,Bathman,R,1959-04-24,SWE,183.0
100597,Jay,Lapidus,L,1959-05-01,USA,188.0
100598,Wolfgang,Popp,R,1959-05-19,GER,183.0
100599,Bernard,Boileau,R,1959-05-25,BEL,185.0
100600,Pascal,Portes,R,1959-05-28,FRA,175.0
100601,Ricardo,Sanchez Rueda,R,1959-06-06,ESP,173.0
100602,Vallis,Wilder,R,1959-06-08,USA,190.0
100603,Roland,Stadler,A,1959-06-14,SUI,178.0
100604,Egan,Adams,R,1959-06-15,USA,178.0
100605,Charlie,Fancutt,R,1959-06-17,AUS,178.0
100606,Mike,Bauer,R,1959-06-29,USA,188.0
100607,Eduardo,Bengoechea,R,1959-07-02,ARG,185.0
100609,Zoltan,Kuharszky,R,1959-07-08,HUN,183.0
100611,Mel,Purcell,R,1959-07-18,USA,178.0
100616,Andy,Kohlberg,L,1959-08-17,USA,178.0
100617,Bud,Schultz,R,1959-08-21,USA,193.0
100618,Leif,Shiras,R,1959-08-21,USA,183.0
100619,George,Kalovelonis,R,1959-08-23,GRE,190.0
100620,Eduardo,Osta,L,1959-09-04,ESP,160.0
100621,Larry,Barnett,R,1959-09-04,USA,178.0
100623,Roger,Knapp,L,1959-09-07,USA,183.0
100624,Derek,Tarr,L,1959-09-15,USA,185.0
100626,Andy,Garcia,R,1959-09-29,USA,175.0
100628,Michiel,Schapers,R,1959-10-11,NED,201.0
100630,Gustavo,Guerrero,L,1959-10-22,ARG,180.0
100631,Tim,Wilkison,L,1959-11-23,USA,180.0
100635,Mark,Dickson,R,1959-12-08,USA,190.0
100636,Gustavo,Tiberti,R,1959-12-11,ARG,175.0
100637,Stefan,Hermann,R,1959-12-13,GER,190.0
100638,David,Mustard,L,1959-12-29,NZL,180.0
100639,Blaine,Willenborg,R,1960-01-04,USA,170.0
100640,Stefan,Simonsson,R,1960-01-05,SWE,175.0
100643,Remi,Osho,R,1960-01-19,NGR,178.0
100644,Alexander,Zverev,R,1997-04-20,GER,198.0
100645,Huub,Van Boeckel,R,1960-01-25,NED,190.0
100646,Claudio,Panatta,R,1960-02-02,ITA,178.0
100649,David,Dowlen,R,1960-02-03,USA,178.0
100651,Alejandro,Ganzabal,R,1960-02-16,ARG,180.0
100652,Cassio,Motta,R,1960-02-22,BRA,180.0
100653,Andres,Gomez,L,1960-02-27,ECU,193.0
100655,Fritz,Buehning,R,1960-03-05,USA,196.0
100656,Ivan,Lendl,R,1960-03-07,USA,188.0
100657,Mike,Leach,L,1960-03-09,USA,180.0
100660,Bob,Green,R,1960-03-25,USA,193.0
100661,Damir,Keretic,R,1960-03-26,GER,178.0
100662,Javier,Contreras,R,1960-03-27,MEX,173.0
100663,Marcel,Freeman,R,1960-03-30,USA,173.0
100664,Stephan,Medem,L,1960-04-02,SUI,185.0
100666,Ross,Dubbins,R,1960-04-04,USA,190.0
100667,Per,Hjertquist,R,1960-04-06,SWE,183.0
100669,Charles Bud,Cox,R,1960-04-11,USA,196.0
100671,Guillermo,Stevens,R,1960-04-22,MEX,180.0
100672,Derek,Segal,R,1960-05-07,RSA,178.0
100673,Robbie,Venter,L,1960-05-07,RSA,180.0
100674,Jeff,Turpin,R,1960-05-13,USA,188.0
100675,John,Mccurdy,R,1960-05-13,AUS,188.0
100676,Yannick,Noah,R,1960-05-18,FRA,193.0
100680,Peter,Johnston,L,1960-06-01,AUS,178.0
100681,Morris Skip,Strode,R,1960-06-05,USA,193.0
100682,Ernie,Fernandez,R,1960-06-08,PUR,190.0
100686,Karl,Richter,L,1960-07-21,USA,170.0
100689,Tim,Mayotte,R,1960-08-03,USA,190.0
100690,Marco,Armellini,R,1960-08-17,ITA,188.0
100691,Ivo,Werner,R,1960-08-19,GER,180.0
100696,Mark,Buckley,R,1960-09-01,USA,178.0
100697,Choon Ho,Kim,R,1960-09-02,KOR,163.0
100698,Young Dae,Jeon,R,1960-10-04,KOR,183.0
100699,Chris,Johnstone,R,1960-10-12,AUS,175.0
100700,Heinz,Gildemeister,R,1960-10-18,CHI,178.0
100701,Marko,Ostoja,R,1960-10-20,CRO,175.0
100702,Sean,Brawley,R,1960-10-24,USA,178.0
100703,Randy,Nixon,R,1960-11-05,USA,193.0
100704,Billy,Nealon,L,1960-11-11,USA,178.0
100705,Erik,Vant Hof,R,1960-11-12,USA,188.0
100707,Mark,Witsken,R,1960-11-30,USA,188.0
100709,Greg,Neuhart,R,1960-12-02,USA,206.0
100711,Pedro,Rebolledo,R,1960-12-17,CHI,170.0
100713,John,Fitzgerald,R,1960-12-28,AUS,183.0
100714,Broderick,Dyke,L,1960-12-31,AUS,183.0
100715,Jim,Gurfein,L,1961-01-04,USA,175.0
100716,Norm,Schellenger,R,1961-01-12,USA,180.0
100719,Juan,Avendano,R,1961-01-29,ESP,178.0
100720,Ted,Erck,R,1961-02-14,USA,193.0
100722,Michael,Fancutt,R,1961-02-20,AUS,190.0
100724,Gary,Niebur,L,1961-03-09,USA,188.0
100725,Michael,Mortensen,R,1961-03-12,DEN,188.0
100726,Greg,Whitecross,R,1961-03-15,AUS,185.0
100727,Raul Antonio,Viver,L,1961-03-17,ECU,190.0
100728,Todd,Nelson,R,1961-03-18,USA,185.0
100729,Fernando,Soler,R,1961-03-27,ESP,185.0
100730,Florin,Segarceanu,R,1961-03-29,ROU,180.0
100731,Hector,Ortiz,R,1961-04-02,MEX,180.0
100733,Woo Ryong,Lee,R,1961-04-08,KOR,173.0
100736,Hugo,Nunez,R,1961-04-14,ECU,170.0
100737,Gary,Lemon,R,1961-04-16,USA,190.0
100740,Dan,Cassidy,R,1961-04-29,USA,178.0
100742,Christo,Steyn,R,1961-05-01,RSA,185.0
100743,Mike,Conroy,R,1961-05-02,USA,183.0
100744,Peter,Doohan,R,1961-05-02,AUS,190.0
100746,Brett,Buffington,R,1961-05-05,USA,183.0
100747,Glenn,Layendecker,L,1961-05-09,USA,185.0
100751,Roberto,Saad,R,1961-06-03,ARG,185.0
100752,Ramesh,Krishnan,R,1961-06-05,IND,170.0
100757,Anders,Jarryd,R,1961-07-13,SWE,180.0
100759,Danie,Visser,L,1961-07-26,RSA,180.0
100761,Danny,Saltz,R,1961-07-30,USA,193.0
100763,Brad,Gilbert,R,1961-08-09,USA,185.0
100764,Gabriel,Urpi,R,1961-08-16,ESP,173.0
100765,Rodney,Harmon,R,1961-08-16,USA,188.0
100766,Craig,Kardon,R,1961-08-25,USA,185.0
100768,Nick,Brown,R,1961-09-03,GBR,190.0
100769,Mario,Martinez,R,1961-09-12,BOL,170.0
100770,Peter,Moraing,R,1961-09-13,GER,193.0
100771,Kelvin,Belcher,R,1961-09-20,USA,185.0
100772,Kelly,Evernden,R,1961-09-21,NZL,175.0
100773,Brian,Joelson,R,1961-09-30,USA,183.0
100774,Thomas,Stalhandske,R,1961-10-02,ARG,190.0
100776,Tomm,Warneke,R,1961-10-09,USA,193.0
100779,Kevin,Moir,R,1961-10-14,RSA,188.0
100780,Mike,De Palmer,L,1961-10-17,USA,185.0
100781,Bernhard,Pils,R,1961-10-20,AUT,178.0
100782,Pablo,Arraya,R,1961-10-21,PER,180.0
100785,Jesus,Colas,R,1961-11-11,ESP,170.0
100787,Dale,Houston,R,1961-11-15,AUS,188.0
100788,Joseph,Russell,R,1961-11-22,USA,188.0
100790,Bruce,Derlin,L,1961-11-28,NZL,180.0
100792,Adrian,Marcu,R,1961-12-03,ROU,190.0
100793,Stephane,Bonneau,R,1961-12-08,CAN,188.0
100794,Srinivasan,Vasudevan,R,1962-01-04,IND,190.0
100795,Alvaro,Jordan,R,1962-01-08,COL,185.0
100796,Ahmed,El Mehelmy,R,1962-01-25,EGY,183.0
100797,Ben,Testerman,L,1962-02-02,USA,185.0
100798,Howard,Sands,R,1962-02-05,USA,173.0
100799,Carlos,Castellan,R,1962-02-08,ARG,190.0
100800,Diego,Perez,R,1962-02-09,URU,178.0
100802,Charles,Honey,R,1962-02-13,RSA,185.0
100803,Stefan,Svensson,R,1962-02-17,SWE,185.0
100804,Henri,De Wet,R,1962-03-01,RSA,188.0
100806,Paul,Lobban,R,1962-03-10,RSA,183.0
100807,Marcelo,Hennemann,R,1962-03-11,BRA,170.0
100809,Juan,Aguilera,R,1962-03-22,ESP,183.0
100810,Paul,Chamberlin,R,1962-03-26,USA,178.0
100814,Joan,Roura Agusti,R,1962-04-15,ESP,193.0
100815,David,Pate,R,1962-04-16,USA,183.0
100817,Mark,Basham,L,1962-04-24,USA,175.0
100818,Vaughn,Bryan,R,1962-04-24,USA,188.0
100819,Daniel,Montes De Oca,R,1962-04-26,URU,170.0
100820,Thierry,Pham,R,1962-04-28,FRA,178.0
100821,Hans,Simonsson,R,1962-05-01,SWE,178.0
100824,Peter,Bastiansen,R,1962-05-03,DEN,193.0
100825,Hugo,Chapacu,R,1962-05-05,PAR,178.0
100826,Juan Antonio,Rodriguez,R,1962-05-05,ESP,180.0
100827,Jean Luc,Cotard,R,1962-05-07,FRA,178.0
100829,Jan,Gunnarsson,R,1962-05-30,SWE,185.0
100830,Gary,Donnelly,R,1962-06-03,USA,190.0
100831,Rick,Rudeen,R,1962-06-05,USA,188.0
100832,Constantinos,Efremoglou,R,1962-06-06,GRE,188.0
100833,Marc,Flur,R,1962-06-08,USA,190.0
100834,Karsten,Schulz,R,1962-06-09,GER,183.0
100835,Hans Dieter,Beutel,R,1962-06-12,GER,185.0
100836,Glenn,Michibata,R,1962-06-13,CAN,175.0
100837,Jeremy,Bates,R,1962-06-19,GBR,180.0
100839,Laird,Dunlop,R,1962-06-28,CAN,180.0
100840,Mark,Wooldridge,R,1962-07-07,USA,188.0
100841,Jin Sun,Yoo,R,1962-07-12,KOR,185.0
100843,Fred,Viancos,R,1962-07-16,USA,185.0
100844,Jerome,Potier,L,1962-07-18,FRA,180.0
100846,Ted,Farnsworth,R,1962-07-30,USA,188.0
100848,Alberto,Tous,R,1962-08-03,ESP,175.0
100849,David,Graham,R,1962-08-04,AUS,180.0
100850,Wayne,Hearn,R,1962-08-05,USA,188.0
100851,Simon,Bartram,R,1962-08-07,CAN,185.0
100852,Howard,Herr,R,1962-08-16,RSA,170.0
100853,Dong Wook,Song,L,1962-08-20,KOR,175.0
100854,Leighton,Alfred,L,1962-08-27,GBR,180.0
100855,Scott,Davis,R,1962-08-27,USA,188.0
100857,Sergio,Casal,R,1962-09-08,ESP,185.0
100858,Hans,Fredborg,R,1962-09-12,SWE,183.0
100859,Robert,Casey,R,1954-08-29,AUS,188.0
100860,William,Notar,R,1962-09-29,USA,185.0
100863,Gustavo,Luza,R,1962-10-11,ARG,185.0
100864,Martin,Wostenholme,R,1962-10-11,CAN,183.0
100865,Marcelo,Ingaramo,L,1962-10-13,ARG,178.0
100866,Shahar,Perkiss,R,1962-10-14,ISR,193.0
100867,Mike,Smith,R,1962-10-16,USA,183.0
100868,Craig A,Miller,R,1962-10-18,AUS,188.0
